tX,tY,tZ,rX,rY,rZ,uX,uY,uZ,fX,fY,fZ
0.7923065,0,-1.634922,-0.04541457,-1.866076E-09,-0.9989682,-8.47471E-11,1,-1.864151E-09,0.9989682,0,-0.04541457
